;Hits;Percentage;Max_TPM;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/radio/latin640.jpg;64;0.01793676729006275;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/layout/icon_facebook.png;64;0.01793676729006275;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/radio/metal640.jpg;63;0.01765650530115552;2;;;
/hostshops/247/type_c/sites/saturn-downloadde2453623120137/public/img/bg/bg_gradient_44.gif;62;0.01737624331224829;2;;;
/hostshops/247/type_c/sites/saturn-downloadde2453623120137/public/img/bg/bg_check_navi_acive_right.gif;62;0.01737624331224829;4;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/pl/Liebesgedicht_Juke.jpg;61;0.01709598132334106;2;;;
/hostshops/247/type_c/sites/mediamarktat23452366012/public/css/screen.country.css;60;0.016815719334433828;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/radio/50s640.jpg;60;0.016815719334433828;2;;;
/hostshops/247/type_c/sites/mediamarktat23452366012/public/js/jquery.ui.stars.js;60;0.016815719334433828;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/radio/soul640.jpg;60;0.016815719334433828;2;;;
/hostshops/247/type_c/sites/mediamarktat23452366012/public/img/bg/tooltip/tt_left.png;60;0.016815719334433828;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/webfonts/bebasneue.woff;59;0.016535457345526597;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/layout/bg_nav_top.png;59;0.016535457345526597;2;;;
/hostshops/247/type_c/sites/mediamarktat23452366012/public/img/bg/products-carousel-bg.png;59;0.016535457345526597;2;;;
/hostshops/247/type_c/sites/saturn-downloadde2453623120137/public/img/bg/bg_check_navi_acive.gif;58;0.01625519535661937;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/radio/klassik640.jpg;58;0.01625519535661937;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/layout/main_left_head_search_bg.png;58;0.01625519535661937;2;;;
/hostshops/247/type_c/sites/mediamarktat23452366012/public/js/jq.tooltip.js;58;0.01625519535661937;2;;;
/hostshops/247/type_c/sites/dlmediade2453802144303/public/img/ico/neue_zahlen/8.gif;57;0.01597493336771214;1;;;
/hostshops/247/type_c/sites/mediamarktat23452366012/public/js/tfs-root-v2.0.0.js;57;0.01597493336771214;3;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/radio/reggae640.jpg;57;0.01597493336771214;2;;;
/hostshops/247/type_c/sites/saturn-downloadde2453623120137/public/img/bg/bg_check_navi.gif;57;0.01597493336771214;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/pl/Halloween_Juke.jpg;57;0.01597493336771214;2;;;
/hostshops/247/type_c/sites/saturn-downloadde2453623120137/public/img/img/eps-logo-1_250_full.gif;57;0.01597493336771214;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/themes/teal/images/player_controls.png;56;0.015694671378804908;2;;;
/hostshops/247/type_c/sites/dlmediade2453802144303/public/img/ico/neue_zahlen/9.gif;55;0.015414409389897677;2;;;
/robots.txt;55;0.015414409389897677;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/radio/electronica640.jpg;55;0.015414409389897677;2;;;
/hostshops/247/type_c/sites/mediamarktat23452366012/public/css/ui.stars.css;55;0.015414409389897677;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/themes/teal/images/player_controls_shuffle.png;55;0.015414409389897677;1;;;
/hostshops/247/type_c/sites/mediamarktat23452366012/public/css/tfs-shop-functionhooks-1.0.0.css;55;0.015414409389897677;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/pl/putz_PL.jpg;55;0.015414409389897677;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/themes/teal/images/main_right_playlist_nav_tab_arrow.png;55;0.015414409389897677;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/radio/jazz640.jpg;54;0.015134147400990445;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/pl/Fanta4_Juke.jpg;54;0.015134147400990445;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/themes/teal/images/search_submit_bg.png;54;0.015134147400990445;1;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/pl/Kontor_Winter_Edition_Juke.jpg;54;0.015134147400990445;2;;;
/hostshops/247/type_c/sites/saturn-downloadde2453623120137/public/img/bg/smalltooltip_right.jpg;54;0.015134147400990445;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/layout/btn_stretch_fb_left.png;54;0.015134147400990445;2;;;
/hostshops/247/type_c/sites/dlmediade2453802144303/public/js/tfs-checkout-payment-v2.0.0.js;53;0.014853885412083215;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/pl/Pink_Floyd.jpg;53;0.014853885412083215;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/themes/teal/images/player_range_bg.png;53;0.014853885412083215;2;;;
/hostshops/247/type_c/sites/mediamarktat23452366012/public/css/jquery-ui-1.8.7.custom.css;53;0.014853885412083215;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/layout/main_left_head_bg.png;53;0.014853885412083215;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/themes/teal/images/player_volume_point.png;53;0.014853885412083215;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/content/fairplay_logo.png;52;0.014573623423175985;1;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/radio/world150.jpg;52;0.014573623423175985;2;;;
/hostshops/247/type_c/sites/dlmediade2453802144303/public/img/ico/ico_toolbox_close.gif;52;0.014573623423175985;2;;;
/hostshops/247/type_c/sites/dlmediade2453802144303/public/img/ico/neue_zahlen/6.gif;52;0.014573623423175985;2;;;
/hostshops/247/type_c/sites/dlmediade2453802144303/public/img/ico/ico_close_white.gif;51;0.014293361434268754;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/themes/teal/images/player_controls_mute.png;51;0.014293361434268754;1;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/themes/teal/images/cover_big_button.png;51;0.014293361434268754;2;;;
/hostshops/247/type_c/sites/mediamarktat23452366012/public/css/screen.css;51;0.014293361434268754;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/pl/Manner_Juke.jpg;51;0.014293361434268754;2;;;
/hostshops/247/type_c/sites/dlmediade2453802144303/public/img/ico/neue_zahlen/7.gif;51;0.014293361434268754;2;;;
/hostshops/247/type_c/sites/mediamarktat23452366012/public/css/tfs-patches-1.0.0.css;51;0.014293361434268754;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/themes/teal/images/playlist_nav_tab105.png;50;0.014013099445361525;1;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/layout/bar_nav.png;50;0.014013099445361525;2;;;
/welcomepage/img/welcome_page/favicon.ico;50;0.014013099445361525;2;;;
/hostshops/247/type_c/sites/dlmediade2453802144303/public/img/bg/bg_footer_holder.gif;49;0.013732837456454294;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/themes/teal/images/player_volume_bg.png;49;0.013732837456454294;1;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/themes/teal/images/player_controls_star.png;47;0.013172313478639834;1;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/themes/teal/images/cover_small_button.png;47;0.013172313478639834;2;;;
/hostshops/247/type_c/sites/dlmediade2453802144303/public/img/ico/ico_remember_red.gif;47;0.013172313478639834;3;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/layout/carousel_prev.png;47;0.013172313478639834;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/radio/classicrock640.jpg;46;0.012892051489732602;1;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/radio/country150.jpg;46;0.012892051489732602;2;;;
/hostshops/247/type_c/sites/dlmediade2453802144303/public/img/img/eps-logo-1_250_full.gif;46;0.012892051489732602;1;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/layout/small_play_disabled.png;45;0.01261178950082537;1;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/themes/teal/images/cover_small_play.png;45;0.01261178950082537;1;;;
/hostshops/247/type_c/sites/saturn-downloadde2453623120137/public/img/bg/bg_check_navi_steps_right.gif;45;0.01261178950082537;1;;;
/hostshops/247/type_c/sites/saturn-downloadde2453623120137/public/img/ico/ico_remember_red.gif;45;0.01261178950082537;2;;;
/hostshops/247/type_c/sites/saturn-downloadde2453623120137/public/img/receiptmail/spacer.gif;45;0.01261178950082537;8;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public//jwplayer/player.swf;45;0.01261178950082537;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/layout/bg_stage_right.png;45;0.01261178950082537;1;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/radio/religious150.jpg;45;0.01261178950082537;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/layout/main_left_head_home_bg.png;44;0.01233152751191814;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/layout/btn_stretch_fb_right.png;44;0.01233152751191814;1;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/layout/bg_stage.png;44;0.01233152751191814;2;;;
/hostshops/247/type_c/sites/dlmediade2453802144303/public/js/jquery.validate.pack.1.7.js;44;0.01233152751191814;1;;;
/hostshops/247/type_c/sites/saturn-downloadde2453623120137/public/img/bg/SA_Logo_1c.jpg;43;0.01205126552301091;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/themes/teal/swf/skin.zip;43;0.01205126552301091;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/radio/soundtracks150.jpg;42;0.01177100353410368;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/css/mobile/jquery.mobile-1.1.1.min.css;42;0.01177100353410368;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/radio/ambient150.jpg;42;0.01177100353410368;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/pl/Coolsten_X-Mas_Songs_Juke.jpg;42;0.01177100353410368;2;;;
/hostshops/247/type_c/sites/saturn-downloadde2453623120137/public/swf/Saturn.AudioPlayer.swf;41;0.01149074154519645;2;;;
/hostshops/247/type_c/sites/mediamarktat23452366012/public/js/script.js;41;0.01149074154519645;1;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/radio/Radio_House640.jpg;41;0.01149074154519645;1;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/radio/kids150.jpg;41;0.01149074154519645;2;;;
/hostshops/247/type_c/sites/mediamarktat23452366012/public/css/autocomplete.css;41;0.01149074154519645;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/layout/x.png;41;0.01149074154519645;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/themes/teal/images/advanced_menu.png;41;0.01149074154519645;1;;;
/hostshops/247/type_c/sites/dlmediade2453802144303/public/img/img/giftcard_back.jpg;41;0.01149074154519645;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/layout/carousel_next.png;40;0.011210479556289218;2;;;
/hostshops/247/type_c/sites/mediamarktat23452366012/public/img/bg/tooltip/tt_bottom.png;40;0.011210479556289218;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/pl/Zeitumstellung_Juke.jpg;40;0.011210479556289218;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/radio/schlager150.jpg;39;0.010930217567381988;1;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/pl/Nudel_Juke.jpg;38;0.010649955578474759;1;;;
/hostshops/247/type_c/sites/saturn-downloadde2453623120137/public/img/ico/neue_zahlen/8.gif;38;0.010649955578474759;1;;;
/hostshops/247/type_c/sites/saturn-downloadde2453623120137/public/img/ico/neue_zahlen/7.gif;38;0.010649955578474759;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/radio/xmas_de150.jpg;38;0.010649955578474759;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/js/mobile/user_functions_mobile.js;38;0.010649955578474759;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/xml/lang/de/language.xml?xxx;38;0.010649955578474759;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/radio/folk150.jpg;38;0.010649955578474759;2;;;
/hostshops/247/type_c/sites/saturn-downloadde2453623120137/public/img/ico/ico_del_red.gif;37;0.010369693589567528;1;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/js/mobile/jquery-1.8.0.min.js;37;0.010369693589567528;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/radio/Blues150.jpg;37;0.010369693589567528;1;;;
/hostshops/247/type_c/sites/saturn-downloadde2453623120137/public/img/ico/neue_zahlen/6.gif;36;0.010089431600660299;1;;;
/hostshops/247/type_c/sites/dlmediade2453802144303/public/img/bg/bg_gradient_285.gif;36;0.010089431600660299;1;;;
http://www.myjuke.com/servlets/2452328105705Dispatch/50/jspforward?xxx;36;0.010089431600660299;6;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/css/mobile/247_mobile.css;35;0.009809169611753066;1;;;
/hostshops/247/type_c/sites/saturn-downloadde2453623120137/public/img/button/b_rechts_29px_rot_in-den-warenkorb.png;35;0.009809169611753066;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/mobile/themes/teal/mobil_pic2.png;35;0.009809169611753066;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/mobile/general/icon_playlist.png;35;0.009809169611753066;1;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/radio/rnb640.jpg;34;0.009528907622845837;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/mobile/general/ajax-loader.gif;34;0.009528907622845837;1;;;
/hostshops/247/type_c/sites/mediamarktat23452366012/public/img/tfs_ico/new-ajax-loader.gif;34;0.009528907622845837;1;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/radio/alternative640.jpg;34;0.009528907622845837;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/layout/share_icon_fb.png;34;0.009528907622845837;1;;;
/hostshops/247/type_c/sites/dlmediade2453802144303/public/img/bg/bg_gradient_70.gif;33;0.009248645633938606;1;;;
/hostshops/247/type_c/sites/mediamarktat23452366012/public/img/bg/mm_sprites.png;33;0.009248645633938606;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/css/mobile/themes/teal/brand.css;33;0.009248645633938606;1;;;
/hostshops/247/type_c/sites/saturn-downloadde2453623120137/public/img/ico/neue_zahlen/9.gif;33;0.009248645633938606;1;;;
/hostshops/247/type_c/sites/saturn-downloadde2453623120137/public/img/bg/bg_footer_holder.gif;33;0.009248645633938606;1;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/mobile/themes/teal/bg_text.png;33;0.009248645633938606;1;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/layout/share_icon_email.png;33;0.009248645633938606;2;;;
/?xxx;33;0.009248645633938606;7;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/js/mobile/jquery.mobile-1.1.1.min.js;32;0.008968383645031375;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/mobile/themes/teal/mobil_pic2@2x.png;32;0.008968383645031375;2;;;
/hostshops/247/type_c/sites/mediamarktat23452366012/public/img/tooltip/tipp_bg.gif;32;0.008968383645031375;1;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/mobile/general/img_erfolgreich.png;31;0.008688121656124145;1;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/js/jquery.address-1.3.2.js;31;0.008688121656124145;1;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/layout/share_icon.png;31;0.008688121656124145;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/themes/teal/images/table_play_button.png;31;0.008688121656124145;1;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/radio/letstalkdeutsch150.jpg;30;0.008407859667216914;1;;;
/hostshops/247/type_c/sites/dlmediade2453802144303/public/img/bg/bg_gradient_46.gif;30;0.008407859667216914;2;;;
/hostshops/247/type_c/sites/saturn-downloadde2453623120137/public/js/jquery.validate.pack.js;30;0.008407859667216914;1;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/themes/teal/images/playlist_paused.png;30;0.008407859667216914;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/layout/overlay_bg.png;30;0.008407859667216914;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/js/mobile/init_mobile.js;30;0.008407859667216914;1;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/themes/teal/images/pagination.png;30;0.008407859667216914;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/mobile/general/icon_myjuke.png;30;0.008407859667216914;1;;;
/hostshops/247/type_c/sites/dlmediade2453802144303/public/img/ico/ico_tbl_basket_grey.gif;30;0.008407859667216914;1;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/layout/print_icon.png;29;0.008127597678309685;2;;;
/hostshops/247/type_c/sites/dlmediade2453802144303/public/img/ico/ico_tbl_memo_grey.gif;29;0.008127597678309685;1;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/layout/line_long_top_nav.png;29;0.008127597678309685;1;;;
/hostshops/247/type_c/sites/saturn-downloadde2453623120137/public/img/img/giftcard_back.jpg;29;0.008127597678309685;1;;;
/hostshops/247/type_c/sites/saturn-downloadde2453623120137/public/img/ico/delta_new.png;29;0.008127597678309685;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/themes/teal/images/float_menu_more.png;29;0.008127597678309685;2;;;
/hostshops/247/type_c/sites/dlmediade2453802144303/public/img/img/giftcard_front.jpg;29;0.008127597678309685;2;;;
/hostshops/247/type_c/sites/musicdownloadmediamarktes/public/css/tfs-patches-1.0.0.css;29;0.008127597678309685;1;;;
/hostshops/247/type_c/sites/musicdownloadmediamarktes/public/js/jquery.ui.stars.js;29;0.008127597678309685;1;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/layout/table_mini_controls.png;28;0.007847335689402454;1;;;
/hostshops/247/type_c/sites/dlmediade2453802144303/public/img/btn/downloaden.gif;28;0.007847335689402454;1;;;
/hostshops/247/type_c/sites/saturn-downloadde2453623120137/public/img/bg/bg_gradient_285.gif;28;0.007847335689402454;1;;;
/hostshops/247/type_c/sites/saturn-downloadde2453623120137/public/img/ico/delta_zero.png;28;0.007847335689402454;1;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/themes/teal/images/register_tab1.jpg;28;0.007847335689402454;1;;;
/hostshops/247/type_c/sites/musicdownloadmediamarktes/public/fancybox/jquery.mousewheel-3.0.4.pack.js;28;0.007847335689402454;1;;;
/hostshops/247/type_c/sites/musicdownloadmediamarktes/public/css/ui.stars.css;27;0.007567073700495222;2;;;
/hostshops/247/type_c/sites/saturn-downloadde2453623120137/public/img/ico/ico_toolbox_close.gif;27;0.007567073700495222;1;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/layout/avatar.png;27;0.007567073700495222;1;;;
/hostshops/247/type_c/sites/musicdownloadmediamarktes/public/css/jquery-ui-1.8.7.custom.css;26;0.007286811711587992;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/mobile/themes/teal/mobil_pic1@2x.png;26;0.007286811711587992;2;;;
/hostshops/247/type_c/sites/dlmediade2453802144303/public/css/tfs-checkout-print-1.0.0.css;26;0.007286811711587992;2;;;
/hostshops/247/type_c/sites/mediamarktat23452366012/public/img/bg/wishlist.png;26;0.007286811711587992;1;;;
/hostshops/247/type_c/sites/saturn-downloadde2453623120137/public/img/bg/headline_bg.png;26;0.007286811711587992;3;;;
/hostshops/247/type_c/sites/dlmediade2453802144303/public/img/btn/coverdownloaden.gif;26;0.007286811711587992;2;;;
/hostshops/247/type_c/sites/musicdownloadmediamarktes/public/js/jq.tooltip.js;26;0.007286811711587992;1;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/themes/teal/images/float_menu_delete.png;26;0.007286811711587992;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/layout/more_button_bg.png;25;0.007006549722680762;1;;;
/hostshops/247/type_c/sites/mediamarktat23452366012/public/img/btn/icon_memo.gif;25;0.007006549722680762;1;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/layout/share_icon_tw.png;25;0.007006549722680762;1;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/mobile/general/fb_icon.png;25;0.007006549722680762;1;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/mobile/general/icon_ads.png;25;0.007006549722680762;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/themes/teal/images/login_submit_bg.png;25;0.007006549722680762;1;;;
/hostshops/247/type_c/sites/musicdownloadmediamarktes/public/js/jquery-ui-1.8.7.custom.min.js;24;0.006726287733773532;1;;;
/hostshops/247/type_c/sites/musicdownloadmediamarktes/public/js/swfobject.js;24;0.006726287733773532;1;;;
/hostshops/247/type_c/sites/musicdownloadmediamarktes/public/fancybox/jquery.fancybox-1.3.4.css;24;0.006726287733773532;1;;;
/hostshops/247/type_c/sites/saturn-downloadde2453623120137/public/img/ico/icon_add.gif;24;0.006726287733773532;1;;;
/hostshops/247/type_c/sites/saturn-downloadde2453623120137/public/img/btn/downloaden.gif;24;0.006726287733773532;1;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/themes/teal/images/playlist_active.png;24;0.006726287733773532;1;;;
/hostshops/247/type_c/sites/saturn-downloadde2453623120137/public/img/favicon.ico;24;0.006726287733773532;1;;;
/hostshops/247/type_c/sites/saturn-downloadde2453623120137/public/css/mac.css;23;0.006446025744866301;1;;;
/hostshops/247/type_c/sites/musicdownloadmediamarktes/public/js/tfs-root-v2.0.0.js;23;0.006446025744866301;1;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/themes/teal/images/floating_play_paused.png;23;0.006446025744866301;1;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/mobile/general/img_gutschein.png;23;0.006446025744866301;1;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/radio/folk128.jpg;22;0.00616576375595907;1;;;
/hostshops/247/type_c/sites/mediamarktat23452366012/public/img/bg/smalltooltip_right.jpg;22;0.00616576375595907;1;;;
/hostshops/247/type_c/sites/musicdownloadmediamarktes/public/img/btn/finden.gif;22;0.00616576375595907;1;;;
/hostshops/247/type_c/sites/mediamarktat23452366012/public/img/bg/tooltip/tt_bottom_right.png;22;0.00616576375595907;1;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/js/mobile/autocompleteplugin.js;22;0.00616576375595907;1;;;
/hostshops/247/type_c/sites/saturn-downloadde2453623120137/public/img/ico/ico_tbl_basket_grey.gif;22;0.00616576375595907;1;;;
/hostshops/247/type_c/sites/musicdownloadmediamarktes/public/img/bg/bg_footer_holder.gif;22;0.00616576375595907;1;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/mobile/general/icon_offline.png;22;0.00616576375595907;1;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/themes/teal/images/floating_play.png;22;0.00616576375595907;1;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/themes/teal/images/button_span.gif;21;0.00588550176705184;2;;;
/hostshops/247/type_c/sites/saturn-downloadde2453623120137/public/js/tfs-checkout-payment-v2.0.0.js;21;0.00588550176705184;2;;;
/hostshops/247/type_c/sites/musicdownloadmediamarktes/public/css/tfs-shop-functionhooks-1.0.0.css;21;0.00588550176705184;1;;;
/hostshops/247/type_c/sites/mediamarktat23452366012/public/img/bg/prelisten.png;21;0.00588550176705184;2;;;
/hostshops/247/type_c/sites/musicdownloadmediamarktes/public/js/script.js;21;0.00588550176705184;2;;;
/hostshops/247/type_c/sites/musicdownloadmediamarktes/public/css/screen.country.css;20;0.005605239778144609;1;;;
/hostshops/247/type_c/sites/musicdownloadmediamarktes/public/js/autocomplete.js;20;0.005605239778144609;1;;;
/hostshops/247/type_c/sites/dlmediade2453802144303/public/css/tfs/screen.payment.css;20;0.005605239778144609;1;;;
/hostshops/247/type_c/sites/musicdownloadmediamarktes/public/css/autocomplete.css;20;0.005605239778144609;1;;;
/hostshops/247/type_c/sites/musicdownloadmediamarktes/public/js/jquery-1.4.4.min.js;20;0.005605239778144609;1;;;
/hostshops/247/type_c/sites/musicdownloadmediamarktes/public/js/tfs-v1.0.0.js;20;0.005605239778144609;1;;;
/hostshops/247/type_c/sites/dlmediade2453802144303/public/img/button/b_rechts_29px_rot_in-den-warenkorb.png;20;0.005605239778144609;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/mobile/themes/teal/headlinetext_DE.png;20;0.005605239778144609;2;;;
/hostshops/247/type_c/sites/mediamarktat23452366012/public/img/tfs_ico/new-ajax-loader@2x.gif;19;0.005324977789237379;1;;;
/hostshops/247/type_c/sites/musicdownloadmediamarktes/public/fancybox/jquery.fancybox-1.3.4.pack.js;19;0.005324977789237379;1;;;
/hostshops/247/type_c/sites/musicdownloadmediamarktes/public/img/ads/disco-del-mes-20130409.jpg;19;0.005324977789237379;1;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/themes/teal/images/button_a.gif;19;0.005324977789237379;1;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/images/mobile/general/icon_limit.png;19;0.005324977789237379;1;;;
/hostshops/247/type_c/sites/saturn-downloadde2453623120137/public/img/img/giftcard_front.jpg;19;0.005324977789237379;1;;;
/hostshops/247/type_c/sites/saturn-downloadde2453623120137/public/fancybox/fancybox.png;19;0.005324977789237379;2;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/themes/teal/images/juke_logo.png;18;0.005044715800330149;2;;;
/hostshops/247/type_c/sites/musicdownloadmediamarktes/public/img/ads/contacto_descarga_musica.jpg;18;0.005044715800330149;1;;;
/hostshops/247/type_c/sites/saturn-downloadde2453623120137/public/img/bg/bg_gradient_70.gif;18;0.005044715800330149;1;;;
/hostshops/247/type_c/sites/mediamarktat23452366012/public/img/tooltip/tipp_top.png;18;0.005044715800330149;1;;;
/hostshops/247/type_c/sites/wwwmyjukecom/public/themes/teal/images/badge2.png;17;0.0047644538114229185;1;;;
/hostshops/247/type_c/sites/musicdownloadmediamarktes/public/js/tfs-teaser.rotation-1.0.0.js;17;0.0047644538114229185;1;;;
/apple-touch-icon.png;17;0.0047644538114229185;1;;;
/hostshops/247/type_c/sites/dlmediade2453802144303/public/img/receiptmail/MMDE_AGB.jpg;17;0.0047644538114229185;1;;;
/hostshops/247/type_c/sites/saturn-downloadde2453623120137/public/css/tfs-checkout-print-1.0.0.css;17;0.0047644538114229185;1;;;
/hostshops/247/type_c/sites/dlmediade2453802144303/public/img/ico/icon_add.gif;17;0.0047644538114229185;1;;;
/hostshops/247/type_c/sites/musicdownloadmediamarktes/public/img/tooltip/tt_tail.png;16;0.004484191822515688;1;;;
/hostshops/247/type_c/sites/musicdownloadmediamarktes/public/img/bg/bg_tabbox_tab.gif;16;0.004484191822515688;1;;;
/hostshops/247/type_c/sites/musicdownloadmediamarktes/public/img/btn/icon_memo.gif;16;0.004484191822515688;1;;;
/hostshops/247/type_c/sites/musicdownloadmediamarktes/public/img/ads/pitbull-christina.jpg;16;0.004484191822515688;1;;;
/hostshops/247/type_c/sites/mediamarktat23452366012/public/img/bg/bg_tracklist_td.gif;16;0.004484191822515688;1;;;
/hostshops/247/type_c/sites/musicdownloadmediamarktes/public/img/tab/tab_allesvon.gif;16;0.004484191822515688;1;;;
